Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2434,Éderson Silva,br BRA,MF,MF,Atalanta,it Serie A,26,1999,24.8,2,35,11,31.4,1.41,0.44,0.03,0.09,1,1
2435,Fábio Silva,pt POR,FWMF,FW,Dortmund,de Bundesliga,23,2002,9.1,2,23,8,34.8,2.53,0.88,0.09,0.25,0,0
2436,Jota Silva,pt POR,FW,FW,Nottingham,eng Premier League,25,1999,0.1,0,0,0,0,0,0,0,0,0,0
2437,Marco Silvestri,it ITA,GK,GK,Cremonese,it Serie A,34,1991,4,0,0,0,0,0,0,0,0,0,0
2438,Abdallah Sima,sn SEN,MFFW,MF,Lens,fr Ligue 1,24,2001,8,2,30,9,30,3.76,1.13,0.07,0.22,0,0
2439,Giovanni Simeone,ar ARG,FW,FW,Torino,it Serie A,30,1995,24.8,11,78,28,35.9,3.15,1.13,0.14,0.39,0,0
2440,Giuliano Simeone,ar ARG,MFFW,MF,Atlético Madrid,es La Liga,22,2002,23.3,4,36,14,38.9,1.54,0.6,0.11,0.29,0,0
2441,Moses Simon,ng NGA,MFFW,MF,Paris FC,fr Ligue 1,30,1995,22.2,3,34,11,32.4,1.53,0.49,0.09,0.27,0,0
2442,Unai Simón,es ESP,GK,GK,Athletic Club,es La Liga,28,1997,37,0,0,0,0,0,0,0,0,0,0
2443,Xavi Simons,nl NED,MFFW,MF,Tottenham,eng Premier League,22,2003,19.5,2,42,10,23.8,2.15,0.51,0.05,0.2,0,0
2444,Xavi Simons,nl NED,MF,MF,RB Leipzig,de Bundesliga,22,2003,1,0,0,0,0,0,0,0,0,0,0
2445,Jahmai Simpson-Pusey,eng ENG,DF,DF,Köln,de Bundesliga,19,2005,9.6,0,6,3,50,0.63,0.31,0,0,0,0
2446,Danel Sinani,lu LUX,MFFW,MF,St Pauli,de Bundesliga,28,1997,23,5,49,18,36.7,2.13,0.78,0.04,0.11,3,3
2447,Dan Sinaté,fr FRA,DF,DF,Angers,fr Ligue 1,19,2006,0.4,0,1,0,0,2.73,0,0,0,0,0
2448,Lassine Sinayoko,ml MLI,FWMF,FW,Auxerre,fr Ligue 1,25,1999,30.8,12,93,39,41.9,3.02,1.27,0.1,0.23,3,4
2449,Ibrahima Sissoko,ml MLI,MFDF,MF,Nantes,fr Ligue 1,27,1997,8.9,0,6,0,0,0.67,0,0,0,0,0
2450,Antonio Sivera,es ESP,GK,GK,Alavés,es La Liga,28,1996,38,0,0,0,0,0,0,0,0,0,0
2451,Telli Siwe,fr FRA,DF,DF,Auxerre,fr Ligue 1,20,2004,3.5,0,2,1,50,0.57,0.29,0,0,0,0
2452,Tim Skarke,de GER,MFFW,MF,Union Berlin,de Bundesliga,28,1996,6.9,1,14,5,35.7,2.02,0.72,0.07,0.2,0,0
2453,Ellyes Skhiri,tn TUN,MFDF,MF,Frankfurt,de Bundesliga,30,1995,16,0,8,0,0,0.5,0,0,0,0,0
2454,Laurs Skjellerup,dk DEN,FW,FW,Sassuolo,it Serie A,22,2002,0.1,0,1,0,0,9,0,0,0,0,0
2455,Łukasz Skorupski,pl POL,GK,GK,Bologna,it Serie A,34,1991,17.7,0,0,0,0,0,0,0,0,0,0
2456,Andreas Skov Olsen,dk DEN,MF,MF,Wolfsburg,de Bundesliga,25,1999,4,1,7,2,28.6,1.74,0.5,0.14,0.5,0,0
2457,Robert Skov,dk DEN,DFMF,DF,Union Berlin,de Bundesliga,29,1996,2.4,0,1,0,0,0.41,0,0,0,0,0
2458,Tobias Slotsager,dk DEN,DF,DF,Hellas Verona,it Serie A,19,2006,5,0,3,1,33.3,0.61,0.2,0,0,0,0
2459,Adam Smith,eng ENG,DF,DF,Bournemouth,eng Premier League,34,1991,12,0,0,0,0,0,0,0,0,0,0
2460,Eric Smith,se SWE,DFMF,DF,St Pauli,de Bundesliga,28,1997,25.7,2,12,5,41.7,0.47,0.19,0.17,0.4,0,0
2461,Emile Smith Rowe,eng ENG,MF,MF,Fulham,eng Premier League,25,2000,21.4,3,36,11,30.6,1.68,0.51,0.08,0.27,0,0
2462,Ivan Smolčić,hr CRO,DF,DF,Como,it Serie A,24,2000,18.5,0,12,4,33.3,0.65,0.22,0,0,0,0
2463,Mezian Soares,pt POR,MF,MF,Lens,fr Ligue 1,15,2009,0.1,1,1,1,100,7.5,7.5,1,1,0,0
2464,Simon Sohm,ch SUI,MF,MF,Bologna,it Serie A,24,2001,8,0,4,1,25,0.5,0.13,0,0,0,0
2465,Simon Sohm,ch SUI,MF,MF,Fiorentina,it Serie A,24,2001,7.9,0,5,0,0,0.64,0,0,0,0,0
2466,Alex Sola,es ESP,DFFW,DF,Getafe,es La Liga,26,1999,0.1,0,0,0,0,0,0,0,0,0,0
2467,Dominic Solanke,eng ENG,FW,FW,Tottenham,eng Premier League,27,1997,11.1,3,20,11,55,1.8,0.99,0.15,0.27,0,0
2468,Carlos Soler,es ESP,MF,MF,Real Sociedad,es La Liga,28,1997,25.7,4,35,19,54.3,1.36,0.74,0.11,0.21,0,0
2469,Julio Soler,ar ARG,DF,DF,Bournemouth,eng Premier League,20,2005,0.4,0,0,0,0,0,0,0,0,0,0
2470,Oumar Solet,fr FRA,DF,DF,Udinese,it Serie A,25,2000,32.9,3,33,6,18.2,1,0.18,0.06,0.33,1,1
2471,Jhon Solis,co COL,MF,MF,Girona,es La Liga,20,2004,4.2,0,3,2,66.7,0.71,0.47,0,0,0,0
2472,Manor Solomon,il ISR,MF,MF,Villarreal,es La Liga,26,1999,1.7,1,2,1,50,1.2,0.6,0.5,1,0,0
2473,Manor Solomon,il ISR,FWMF,FW,Fiorentina,it Serie A,26,1999,9.9,2,11,4,36.4,1.11,0.4,0.18,0.5,0,0
2474,Hugo Solozabal,es ESP,MF,MF,Getafe,es La Liga,22,2003,0.1,0,0,0,0,0,0,0,0,0,0
2475,Daniele Sommariva,it ITA,GK,GK,Genoa,it Serie A,28,1997,2,0,0,0,0,0,0,0,0,0,0
2476,Yann Sommer,ch SUI,GK,GK,Inter,it Serie A,36,1988,32.9,0,0,0,0,0,0,0,0,0,0
2477,Oliver Sonne,pe PER,DF,DF,Burnley,eng Premier League,24,2000,1.9,1,3,1,33.3,1.6,0.53,0.33,1,0,0
2478,David Soria,es ESP,GK,GK,Getafe,es La Liga,32,1993,38,0,0,0,0,0,0,0,0,0,0
2479,Borna Sosa,hr CRO,DFMF,DF,Crystal Palace,eng Premier League,27,1998,1.1,0,1,0,0,0.89,0,0,0,0,0
2480,Hugo Sotelo,es ESP,MF,MF,Celta Vigo,es La Liga,21,2003,14.9,0,2,1,50,0.13,0.07,0,0,0,0
2481,Florian Sotoca,fr FRA,MFFW,MF,Lens,fr Ligue 1,34,1990,5.6,1,13,1,7.7,2.31,0.18,0.08,1,0,0
2482,Riccardo Sottil,it ITA,FWMF,FW,Lecce,it Serie A,26,1999,11.8,1,20,3,15,1.69,0.25,0.05,0.33,0,0
2483,Tomáš Souček,cz CZE,MF,MF,West Ham,eng Premier League,30,1995,24.4,5,26,14,53.8,1.06,0.57,0.19,0.36,0,0
2484,Matìas Soulé,ar ARG,MFFW,MF,Roma,it Serie A,22,2003,23.8,6,52,18,34.6,2.19,0.76,0.12,0.33,0,0
2485,Aboubaka Soumahoro,fr FRA,MFDF,MF,Hamburger SV,de Bundesliga,20,2005,1.5,0,0,0,0,0,0,0,0,0,0
2486,Sambou Soumano,sn SEN,FW,FW,Lorient,fr Ligue 1,24,2001,10.5,4,28,10,35.7,2.68,0.96,0.14,0.4,0,1
2487,Issa Soumaré,sn SEN,FWMF,FW,Le Havre,fr Ligue 1,24,2000,32.8,8,77,28,36.4,2.35,0.85,0.09,0.25,1,3
2488,Souza,br BRA,MF,MF,Tottenham,eng Premier League,19,2006,1.6,0,1,1,100,0.62,0.62,0,0,0,0
2489,Vinicius Souza,br BRA,MF,MF,Wolfsburg,de Bundesliga,26,1999,19.6,0,9,2,22.2,0.46,0.1,0,0,0,0
2490,Djibril Sow,ch SUI,MF,MF,Sevilla,es La Liga,28,1997,24.3,5,19,8,42.1,0.78,0.33,0.26,0.63,0,0
2491,Djed Spence,eng ENG,DFMF,DF,Tottenham,eng Premier League,24,2000,22.8,0,13,8,61.5,0.57,0.35,0,0,0,0
2492,Leonardo Spinazzola,it ITA,MFDF,MF,Napoli,it Serie A,32,1993,21.1,3,21,7,33.3,0.99,0.33,0.14,0.43,0,0
2493,Marco Sportiello,it ITA,GK,GK,Atalanta,it Serie A,33,1992,1,0,0,0,0,0,0,0,0,0,0
2494,Anton Stach,de GER,MF,MF,Leeds United,eng Premier League,26,1998,26.3,5,55,14,25.5,2.09,0.53,0.09,0.36,0,0
2495,Jens Stage,dk DEN,MF,MF,Werder Bremen,de Bundesliga,28,1996,27.3,10,56,21,37.5,2.05,0.77,0.18,0.48,0,0
2496,Benjamin Stambouli,fr FRA,MF,MF,Metz,fr Ligue 1,34,1990,10.7,0,6,1,16.7,0.56,0.09,0,0,0,0
2497,Nicolae Stanciu,ro ROU,MF,MF,Genoa,it Serie A,32,1993,2,0,5,0,0,2.5,0,0,0,0,1
2498,Otto Stange,de GER,FW,FW,Hamburger SV,de Bundesliga,18,2007,3.3,0,9,1,11.1,2.76,0.31,0,0,0,0
2499,Josip Stanišić,hr CRO,DF,DF,Bayern Munich,de Bundesliga,25,2000,20.6,2,7,4,57.1,0.34,0.19,0.29,0.5,0,0
2500,Carl Starfelt,se SWE,DF,DF,Celta Vigo,es La Liga,30,1995,16.6,0,4,1,25,0.24,0.06,0,0,0,0
2501,Niklas Stark,de GER,DF,DF,Werder Bremen,de Bundesliga,30,1995,7.7,0,3,1,33.3,0.39,0.13,0,0,0,0
2502,Orri Steinn Óskarsson,is ISL,FW,FW,Real Sociedad,es La Liga,20,2004,9.3,9,27,19,70.4,2.91,2.05,0.33,0.47,0,0
2503,Calvin Stengs,nl NED,FWMF,FW,Pisa,it Serie A,26,1998,0.5,0,2,1,50,3.91,1.96,0,0,0,0
2504,Pascal Stenzel,de GER,MF,MF,Stuttgart,de Bundesliga,29,1996,1.2,0,3,1,33.3,2.55,0.85,0,0,0,0
2505,Leonidas Stergiou,ch SUI,DF,DF,Heidenheim,de Bundesliga,23,2002,2.3,0,1,0,0,0.44,0,0,0,0,0
2506,Leonidas Stergiou,ch SUI,DF,DF,Stuttgart,de Bundesliga,23,2002,0,0,0,0,0,0,0,0,0,0,0
2507,Finley Stevens,wls WAL,DF,DF,St Pauli,de Bundesliga,22,2003,0.3,0,0,0,0,0,0,0,0,0,0
2508,Angelo Stiller,de GER,MF,MF,Stuttgart,de Bundesliga,24,2001,30.5,2,17,8,47.1,0.56,0.26,0.12,0.25,0,1
2509,Kevin Stöger,at AUT,MF,MF,Gladbach,de Bundesliga,31,1993,14.7,1,23,7,30.4,1.56,0.48,0.04,0.14,0,1
2510,Filip Stojilković,ch SUI,FWMF,FW,Pisa,it Serie A,25,2000,7.3,0,10,4,40,1.37,0.55,0,0,0,0
2511,John Stones,eng ENG,DF,DF,Manchester City,eng Premier League,31,1994,4.9,0,0,0,0,0,0,0,0,0,0
2512,Jørgen Strand Larsen,no NOR,FW,FW,Crystal Palace,eng Premier League,25,2000,10,3,23,7,30.4,2.29,0.7,0.13,0.43,0,0
2513,Jørgen Strand Larsen,no NOR,FW,FW,Wolves,eng Premier League,25,2000,15.6,1,21,7,33.3,1.35,0.45,0,0,1,2
2514,Gabriel Strefezza,br BRA,FW,FW,Parma,it Serie A,28,1997,11.2,2,24,7,29.2,2.14,0.63,0.08,0.29,0,0
2515,Pascal Struijk,nl NED,DF,DF,Leeds United,eng Premier League,25,1999,32.6,0,31,5,16.1,0.95,0.15,0,0,0,0
2516,Cristhian Stuani,uy URU,FW,FW,Girona,es La Liga,38,1986,4.6,5,19,12,63.2,4.15,2.62,0.11,0.17,3,4
2517,Nikola Štulić,rs SRB,FW,FW,Lecce,it Serie A,23,2001,19,4,33,9,27.3,1.74,0.47,0.09,0.33,1,1
2518,Denis Suárez,es ESP,MF,MF,Alavés,es La Liga,31,1994,15.6,1,9,4,44.4,0.58,0.26,0.11,0.25,0,0
2519,Gabriel Suazo,cl CHI,DFMF,DF,Sevilla,es La Liga,27,1997,23.3,0,5,2,40,0.21,0.09,0,0,0,0
2520,Luka Sučić,hr CRO,MFFW,MF,Real Sociedad,es La Liga,22,2002,11.4,3,23,7,30.4,2.03,0.62,0.13,0.43,0,0
2521,Petar Sučić,hr CRO,MF,MF,Inter,it Serie A,21,2003,19.6,2,22,6,27.3,1.12,0.31,0.09,0.33,0,0
2522,Yukinari Sugawara,jp JPN,DFMF,DF,Werder Bremen,de Bundesliga,25,2000,27,0,30,11,36.7,1.11,0.41,0,0,0,0
2523,Pavel Šulc,cz CZE,FWMF,FW,Lyon,fr Ligue 1,24,2000,17.4,11,44,18,40.9,2.53,1.03,0.25,0.61,0,0
2524,Niklas Süle,de GER,DF,DF,Dortmund,de Bundesliga,29,1995,5.4,0,2,1,50,0.37,0.19,0,0,0,0
2525,Ibrahim Sulemana,gh GHA,MF,MF,Bologna,it Serie A,22,2003,0.5,0,0,0,0,0,0,0,0,0,0
2526,Ibrahim Sulemana,gh GHA,MF,MF,Cagliari,it Serie A,22,2003,9.6,1,11,2,18.2,1.15,0.21,0.09,0.5,0,0
2527,Kamaldeen Sulemana,gh GHA,MF,MF,Atalanta,it Serie A,23,2002,11.2,2,25,10,40,2.23,0.89,0.08,0.2,0,0
2528,Crysencio Summerville,nl NED,MFFW,MF,West Ham,eng Premier League,23,2001,27.4,5,54,15,27.8,1.97,0.55,0.09,0.33,0,0
2529,Tomáš Suslov,sk SVK,FW,FW,Hellas Verona,it Serie A,23,2002,5,0,12,4,33.3,2.42,0.81,0,0,0,0
2530,Yuito Suzuki,jp JPN,MF,MF,Freiburg,de Bundesliga,23,2001,18.1,4,38,14,36.8,2.1,0.77,0.11,0.29,0,0
2531,Zion Suzuki,jp JPN,GK,GK,Parma,it Serie A,22,2002,20,0,0,0,0,0,0,0,0,0,0
2532,Mattias Svanberg,se SWE,MF,MF,Wolfsburg,de Bundesliga,26,1999,9.6,3,21,8,38.1,2.2,0.84,0.14,0.38,0,0
2533,Daniel Svensson,se SWE,MF,MF,Dortmund,de Bundesliga,23,2002,27.3,2,12,4,33.3,0.44,0.15,0.17,0.5,0,0
2534,Mile Svilar,rs SRB,GK,GK,Roma,it Serie A,25,1999,38,0,0,0,0,0,0,0,0,0,0
2535,Williot Swedberg,se SWE,FWMF,FW,Celta Vigo,es La Liga,21,2004,14.1,5,23,12,52.2,1.63,0.85,0.22,0.42,0,0
2536,Lamine Sy,mr MTN,DF,DF,Auxerre,fr Ligue 1,22,2002,17.1,0,13,2,15.4,0.76,0.12,0,0,0,0
2537,Abakar Sylla,ci CIV,DF,DF,Strasbourg,fr Ligue 1,22,2002,0,0,0,0,0,0,0,0,0,0,0
2538,Abakar Sylla,ci CIV,DF,DF,Nantes,fr Ligue 1,22,2002,0.7,0,2,0,0,2.77,0,0,0,0,0
2539,Fodé Sylla,fr FRA,MF,MF,Lens,fr Ligue 1,19,2006,1.1,0,0,0,0,0,0,0,0,0,0
2540,Wojciech Szczęsny,pl POL,GK,GK,Barcelona,es La Liga,35,1990,8,0,0,0,0,0,0,0,0,0,0
2541,Dominik Szoboszlai,hu HUN,MFDF,MF,Liverpool,eng Premier League,24,2000,35.9,6,71,23,32.4,1.98,0.64,0.08,0.26,0,1
2542,Sebastian Szymański,pl POL,MF,MF,Rennes,fr Ligue 1,26,1999,8.6,1,12,5,41.7,1.39,0.58,0.08,0.2,0,0
2543,Alexander Sørloth,no NOR,FW,FW,Atlético Madrid,es La Liga,29,1995,22,13,68,35,51.5,3.09,1.59,0.19,0.37,0,0
2544,Jocelin Ta Bi,ci CIV,MF,MF,Sunderland,eng Premier League,20,2005,0.4,0,0,0,0,0,0,0,0,0,0
2545,Musa Al-Taamari,jo JOR,MFFW,MF,Rennes,fr Ligue 1,28,1997,24.6,6,64,23,35.9,2.6,0.94,0.09,0.26,0,0
2546,Haris Tabaković,ba BIH,FW,FW,Gladbach,de Bundesliga,31,1994,26.5,13,67,27,40.3,2.53,1.02,0.19,0.48,0,2
2547,Nicolás Tagliafico,ar ARG,DF,DF,Lyon,fr Ligue 1,32,1992,14.6,0,15,1,6.7,1.03,0.07,0,0,0,0
2548,Jonathan Tah,de GER,DF,DF,Bayern Munich,de Bundesliga,29,1996,22.4,2,8,5,62.5,0.36,0.22,0.25,0.4,0,0
2549,Kōta Takai,jp JPN,DF,DF,Gladbach,de Bundesliga,20,2004,3.8,0,3,2,66.7,0.79,0.53,0,0,0,0
2550,Chemsdine Talbi,ma MAR,MFFW,MF,Sunderland,eng Premier League,20,2005,17.3,4,25,10,40,1.44,0.58,0.16,0.4,0,0
2551,Montassar Talbi,tn TUN,DF,DF,Lorient,fr Ligue 1,27,1998,29,0,14,2,14.3,0.48,0.07,0,0,0,0
2552,Adrien Tameze,cm CMR,DF,DF,Torino,it Serie A,31,1994,12.4,0,5,0,0,0.4,0,0,0,0,0
2553,Ao Tanaka,jp JPN,MF,MF,Leeds United,eng Premier League,26,1998,14.6,2,17,5,29.4,1.16,0.34,0.12,0.4,0,0
2554,Sander Tangvik,no NOR,GK,GK,Hamburger SV,de Bundesliga,22,2002,1,0,0,0,0,0,0,0,0,0,0
2555,Axel Tapé,fr FRA,MFDF,MF,Leverkusen,de Bundesliga,17,2007,2.5,0,3,1,33.3,1.22,0.41,0,0,0,0
2556,Edmond Tapsoba,bf BFA,DF,DF,Leverkusen,de Bundesliga,26,1999,28.6,5,29,10,34.5,1.01,0.35,0.17,0.5,0,0
2557,James Tarkowski,eng ENG,DF,DF,Everton,eng Premier League,32,1992,37,2,20,10,50,0.54,0.27,0.1,0.2,0,0
2558,Rouven Tarnutzer,ch SUI,FW,FW,Freiburg,de Bundesliga,18,2007,0.1,0,0,0,0,0,0,0,0,0,0
2559,César Tárrega,es ESP,DF,DF,Valencia,es La Liga,23,2002,28.9,0,11,1,9.1,0.38,0.03,0,0,0,0
2560,Tylel Tati,fr FRA,DF,DF,Nantes,fr Ligue 1,17,2008,19.1,0,3,0,0,0.16,0,0,0,0,0
2561,Nuno Tavares,pt POR,DF,DF,Lazio,it Serie A,25,2000,16.4,0,16,1,6.3,0.98,0.06,0,0,0,0
2562,Marcus Tavernier,eng ENG,MF,MF,Bournemouth,eng Premier League,26,1999,30.3,7,70,24,34.3,2.31,0.79,0.07,0.21,2,2
2563,Kenneth Taylor,nl NED,MF,MF,Lazio,it Serie A,23,2002,15.5,3,16,6,37.5,1.03,0.39,0.19,0.5,0,0
2564,Loum Tchaouna,fr FRA,MFFW,MF,Burnley,eng Premier League,21,2003,14.1,2,23,9,39.1,1.63,0.64,0.09,0.22,0,0
2565,Jackson Tchatchoua,cm CMR,MFDF,MF,Wolves,eng Premier League,23,2001,20.5,0,3,1,33.3,0.15,0.05,0,0,0,0
2566,Aurélien Tchouaméni,fr FRA,MF,MF,Real Madrid,es La Liga,25,2000,29.1,1,45,7,15.6,1.55,0.24,0.02,0.14,0,0
2567,Mathys Tel,fr FRA,MFFW,MF,Tottenham,eng Premier League,20,2005,15,4,35,8,22.9,2.34,0.53,0.11,0.5,0,0
2568,Nathan Tella,ng NGA,MF,MF,Leverkusen,de Bundesliga,26,1999,9.6,1,24,8,33.3,2.49,0.83,0.04,0.13,0,0
2569,Nahuel Tenaglia,ar ARG,DF,DF,Alavés,es La Liga,29,1996,36,2,24,8,33.3,0.67,0.22,0.08,0.25,0,0
2570,Arnau Tenas,es ESP,GK,GK,Villarreal,es La Liga,24,2001,10,0,0,0,0,0,0,0,0,0,0
2571,Marc-André ter Stegen,de GER,GK,GK,Girona,es La Liga,33,1992,2,0,0,0,0,0,0,0,0,0,0
2572,Filippo Terracciano,it ITA,DF,DF,Cremonese,it Serie A,22,2003,33.5,2,14,4,28.6,0.42,0.12,0.14,0.5,0,0
2573,Pietro Terracciano,it ITA,GK,GK,Milan,it Serie A,35,1990,1.4,0,0,0,0,0,0,0,0,0,0
2574,Ramón Terrats,es ESP,MF,MF,Espanyol,es La Liga,24,2000,11.4,1,15,3,20,1.31,0.26,0.07,0.33,0,0
2575,Martin Terrier,fr FRA,MFFW,MF,Leverkusen,de Bundesliga,28,1997,7.5,4,17,6,35.3,2.27,0.8,0.24,0.67,0,0
2576,Tanner Tessmann,us USA,MF,MF,Lyon,fr Ligue 1,23,2001,21.7,1,26,8,30.8,1.2,0.37,0.04,0.13,0,0
2577,Kenny Tete,nl NED,DF,DF,Fulham,eng Premier League,29,1995,19.9,1,16,3,18.8,0.8,0.15,0.06,0.33,0,0
2578,Jordan Teze,nl NED,MFDF,MF,Monaco,fr Ligue 1,25,1999,27.7,1,14,5,35.7,0.51,0.18,0.07,0.2,0,0
2579,Florian Thauvin,fr FRA,MF,MF,Lens,fr Ligue 1,32,1993,27.1,11,74,27,36.5,2.73,0.99,0.12,0.33,2,3
2580,Arthur Theate,be BEL,DF,DF,Frankfurt,de Bundesliga,25,2000,23.8,1,15,7,46.7,0.63,0.29,0.07,0.14,0,0
2581,Igor Thiago,br BRA,FW,FW,Brentford,eng Premier League,24,2001,36.5,22,84,43,51.2,2.3,1.18,0.17,0.33,8,9
2582,Malick Thiaw,de GER,DF,DF,Newcastle,eng Premier League,23,2001,32.9,4,28,14,50,0.85,0.42,0.14,0.29,0,0
2583,Jan Thielmann,de GER,MFFW,MF,Köln,de Bundesliga,23,2002,17.1,3,27,10,37,1.58,0.58,0.11,0.3,0,0
2584,Adrien Thomasson,fr FRA,MF,MF,Lens,fr Ligue 1,31,1993,29.8,3,43,13,30.2,1.44,0.44,0.07,0.23,0,0
2585,Morten Thorsby,no NOR,MF,MF,Genoa,it Serie A,29,1996,8.1,2,10,4,40,1.23,0.49,0.2,0.5,0,0
2586,Morten Thorsby,no NOR,MF,MF,Cremonese,it Serie A,29,1996,7.1,1,11,4,36.4,1.54,0.56,0.09,0.25,0,0
2587,Kristian Thorstvedt,no NOR,MF,MF,Sassuolo,it Serie A,26,1999,27.3,4,43,13,30.2,1.57,0.48,0.09,0.31,0,0
2588,Khéphren Thuram,fr FRA,MF,MF,Juventus,it Serie A,24,2001,27.1,3,50,15,30,1.84,0.55,0.06,0.2,0,0
2589,Marcus Thuram,fr FRA,FW,FW,Inter,it Serie A,27,1997,21.1,13,74,29,39.2,3.51,1.37,0.18,0.45,0,0
2590,Cheikh Tidiane Sabaly,sn SEN,MFFW,MF,Metz,fr Ligue 1,26,1999,10.7,0,8,4,50,0.74,0.37,0,0,0,0
2591,Youri Tielemans,be BEL,MF,MF,Aston Villa,eng Premier League,28,1997,20.7,0,24,7,29.2,1.16,0.34,0,0,0,0
2592,Phillip Tietz,de GER,FW,FW,Augsburg,de Bundesliga,28,1997,2.2,1,6,3,50,2.73,1.36,0.17,0.33,0,0
2593,Phillip Tietz,de GER,FW,FW,Mainz 05,de Bundesliga,28,1997,17.9,5,46,21,45.7,2.57,1.17,0.11,0.24,0,1
2594,Malik Tillman,us USA,MF,MF,Leverkusen,de Bundesliga,23,2002,18.6,6,34,13,38.2,1.83,0.7,0.18,0.46,0,0
2595,Jurriën Timber,nl NED,DF,DF,Arsenal,eng Premier League,24,2001,27.3,3,25,7,28,0.92,0.26,0.12,0.43,0,0
2596,Quinten Timber,nl NED,MF,MF,Marseille,fr Ligue 1,24,2001,12.3,0,10,2,20,0.81,0.16,0,0,0,0
2597,Jean-Clair Todibo,fr FRA,DF,DF,West Ham,eng Premier League,25,1999,20.2,0,2,0,0,0.1,0,0,0,0,0
2598,Umut Tohumcu,de GER,MF,MF,Hoffenheim,de Bundesliga,20,2004,1.5,0,2,0,0,1.32,0,0,0,0,0
2599,Corentin Tolisso,fr FRA,MF,MF,Lyon,fr Ligue 1,30,1994,25.6,11,54,27,50,2.11,1.06,0.17,0.33,2,3
2600,Jeremy Toljan,de GER,DF,DF,Levante,es La Liga,30,1994,35.2,1,9,1,11.1,0.26,0.03,0.11,1,0,0
2601,Tiago Tomás,pt POR,MFFW,MF,Stuttgart,de Bundesliga,23,2002,11.3,5,35,10,28.6,3.09,0.88,0.14,0.5,0,0
2602,Fikayo Tomori,eng ENG,DF,DF,Milan,it Serie A,27,1997,28.4,0,9,2,22.2,0.32,0.07,0,0,0,0
2603,Sandro Tonali,it ITA,MF,MF,Newcastle,eng Premier League,25,2000,28.2,0,37,8,21.6,1.31,0.28,0,0,0,0
2604,Luka Topalović,si SVN,MF,MF,Inter,it Serie A,19,2006,0.1,0,0,0,0,0,0,0,0,0,0
2605,Keke Topp,de GER,FW,FW,Werder Bremen,de Bundesliga,21,2004,7.1,1,25,3,12,3.53,0.42,0.04,0.33,0,0
2606,Pablo Torre,es ESP,MFFW,MF,Mallorca,es La Liga,22,2003,17.8,4,25,12,48,1.41,0.68,0.16,0.33,0,0
2607,Jofre Torrents,es ESP,DF,DF,Barcelona,es La Liga,18,2007,0.6,0,0,0,0,0,0,0,0,0,0
2608,Ferran Torres,es ESP,FW,FW,Barcelona,es La Liga,25,2000,21.8,16,69,37,53.6,3.16,1.69,0.23,0.43,0,0
2609,Pau Torres,es ESP,DF,DF,Aston Villa,eng Premier League,28,1997,18.6,0,9,1,11.1,0.48,0.05,0,0,0,0
2610,Lucas Torró,es ESP,MF,MF,Osasuna,es La Liga,31,1994,25.5,0,29,9,31,1.14,0.35,0,0,0,0
2611,Jordan Torunarigha,de GER,DF,DF,Hamburger SV,de Bundesliga,27,1997,21.8,0,5,1,20,0.23,0.05,0,0,0,0
2612,Alex Tóth,hu HUN,MF,MF,Bournemouth,eng Premier League,19,2005,1.6,0,2,0,0,1.29,0,0,0,0,0
2613,Abdoulaye Touré,gn GUI,MF,MF,Le Havre,fr Ligue 1,31,1994,8.2,2,13,4,30.8,1.58,0.49,0.15,0.5,0,1
2614,Alpha Touré,sn SEN,MF,MF,Metz,fr Ligue 1,19,2006,17.8,0,17,1,5.9,0.95,0.06,0,0,0,0
2615,Bazoumana Touré,ci CIV,MFFW,MF,Hoffenheim,de Bundesliga,19,2006,25.6,5,48,13,27.1,1.87,0.51,0.1,0.38,0,0
2616,Idrissa Touré,de GER,MF,MF,Pisa,it Serie A,27,1998,25.3,1,29,8,27.6,1.15,0.32,0.03,0.13,0,0
2617,Ilane Touré,fr FRA,MF,MF,Monaco,fr Ligue 1,18,2006,0.4,0,0,0,0,0,0,0,0,0,0
2618,Ousmane Toure,fr FRA,DF,DF,Lille,fr Ligue 1,20,2005,0.6,0,0,0,0,0,0,0,0,0,0
2619,Souleymane Touré,fr FRA,DF,DF,Lorient,fr Ligue 1,22,2003,0.3,0,0,0,0,0,0,0,0,0,0
2620,Lucas Tousart,fr FRA,MFDF,MF,Brest,fr Ligue 1,28,1997,9.3,1,9,3,33.3,0.97,0.32,0.11,0.33,0,0
2621,James Trafford,eng ENG,GK,GK,Manchester City,eng Premier League,22,2002,4,0,0,0,0,0,0,0,0,0,0
2622,Mattéo Tramoni,fr FRA,MFFW,MF,Pisa,it Serie A,25,2000,17.8,2,28,9,32.1,1.58,0.51,0.04,0.11,1,1
2623,Adama Traoré,es ESP,FWMF,FW,West Ham,eng Premier League,29,1996,1.3,0,2,0,0,1.49,0,0,0,0,0
2624,Adama Traoré,es ESP,MF,MF,Fulham,eng Premier League,29,1996,3,0,5,1,20,1.64,0.33,0,0,0,0
2625,Bertrand Traoré,bf BFA,MFFW,MF,Sunderland,eng Premier League,29,1995,7,1,12,6,50,1.71,0.85,0.08,0.17,0,0
2626,Boubacar Traoré,ml MLI,MF,MF,Metz,fr Ligue 1,23,2001,15.4,1,19,3,15.8,1.23,0.19,0.05,0.33,0,0
